BlockNumber,StreetName,helper,State,City,Street_Address,Full_St_Address
700,"AVON ST, B",keep,Virginia,Charlottesville,700 AVON ST,"700 AVON ST, CHARLOTTESVILLE, VA"
500,"MCINTIRE RD, 9",keep,Virginia,Charlottesville,500 MCINTIRE RD,"500 MCINTIRE RD, CHARLOTTESVILLE, VA"
300,"VALLEY RD EXT, B",keep,Virginia,Charlottesville,300 VALLEY RD EXT,"300 VALLEY RD EXT, CHARLOTTESVILLE, VA"
,CHARLOTTESVILLE,drop,Virginia,Charlottesville,CHARLOTTESVILLE,"CHARLOTTESVILLE, CHARLOTTESVILLE, VA"
700,HENRY AVE,keep,Virginia,Charlottesville,700 HENRY AVE,"700 HENRY AVE, CHARLOTTESVILLE, VA"
500,"HARRIS RD, A",keep,Virginia,Charlottesville,500 HARRIS RD,"500 HARRIS RD, CHARLOTTESVILLE, VA"
400,"17TH ST NW, apt 101",keep,Virginia,Charlottesville,400 17TH ST NW,"400 17TH ST NW, CHARLOTTESVILLE, VA"
200,BYPASS @ HYDRAULIC RD,intersection,Virginia,Charlottesville,200 BYPASS @ HYDRAULIC RD,"200 BYPASS @ HYDRAULIC RD, CHARLOTTESVILLE, VA"
,BARRACKS RD @ 250 BYPASS E,intersection,Virginia,Charlottesville,BARRACKS RD @ 250 BYPASS E,"BARRACKS RD @ 250 BYPASS E, CHARLOTTESVILLE, VA"
2400,"ARLINGTON BLVD, 75",keep,Virginia,Charlottesville,2400 ARLINGTON BLVD,"2400 ARLINGTON BLVD, CHARLOTTESVILLE, VA"
1300,CHERRY AVE,keep,Virginia,Charlottesville,1300 CHERRY AVE,"1300 CHERRY AVE, CHARLOTTESVILLE, VA"
500,"MOSELEY DR, B",keep,Virginia,Charlottesville,500 MOSELEY DR,"500 MOSELEY DR, CHARLOTTESVILLE, VA"
,NASSAU ST / VINE ST,drop,Virginia,Charlottesville,NASSAU ST / VINE ST,"NASSAU ST / VINE ST, CHARLOTTESVILLE, VA"
500,"HARRIS RD, 53",keep,Virginia,Charlottesville,500 HARRIS RD,"500 HARRIS RD, CHARLOTTESVILLE, VA"
,E MARKET ST,drop,Virginia,Charlottesville,E MARKET ST,"E MARKET ST, CHARLOTTESVILLE, VA"
1500,"CARLTON AVE, 6",keep,Virginia,Charlottesville,1500 CARLTON AVE,"1500 CARLTON AVE, CHARLOTTESVILLE, VA"
1600,BRANDYWINE DR,keep,Virginia,Charlottesville,1600 BRANDYWINE DR,"1600 BRANDYWINE DR, CHARLOTTESVILLE, VA"
100,29/250 29/250 BYP,keep,Virginia,Charlottesville,100 29/250 29/250 BYP,"100 29/250 29/250 BYP, CHARLOTTESVILLE, VA"
1000,"WERTLAND ST, 2B",keep,Virginia,Charlottesville,1000 WERTLAND ST,"1000 WERTLAND ST, CHARLOTTESVILLE, VA"
2500,NAYLOR ST,keep,Virginia,Charlottesville,2500 NAYLOR ST,"2500 NAYLOR ST, CHARLOTTESVILLE, VA"
100,"HURST LN, 104",keep,Virginia,Charlottesville,100 HURST LN,"100 HURST LN, CHARLOTTESVILLE, VA"
,ST ANNES RD / KEITH VALLEY RD,drop,Virginia,Charlottesville,ST ANNES RD / KEITH VALLEY RD,"ST ANNES RD / KEITH VALLEY RD, CHARLOTTESVILLE, VA"
1400,LESTER DR,keep,Virginia,Charlottesville,1400 LESTER DR,"1400 LESTER DR, CHARLOTTESVILLE, VA"
,EMMET ST S / UNIVERSITY AVE,drop,Virginia,Charlottesville,EMMET ST S / UNIVERSITY AVE,"EMMET ST S / UNIVERSITY AVE, CHARLOTTESVILLE, VA"
1600,BRUCE AVE,keep,Virginia,Charlottesville,1600 BRUCE AVE,"1600 BRUCE AVE, CHARLOTTESVILLE, VA"
,Deleted Address -84750 / ,drop,Virginia,Charlottesville,Deleted Address -84750 / ,"Deleted Address -84750 / , CHARLOTTESVILLE, VA"
1600,"MADISON AVE, B",keep,Virginia,Charlottesville,1600 MADISON AVE,"1600 MADISON AVE, CHARLOTTESVILLE, VA"
2400,"ARLINGTON BLVD, Apt 67",keep,Virginia,Charlottesville,2400 ARLINGTON BLVD,"2400 ARLINGTON BLVD, CHARLOTTESVILLE, VA"
100,BURNET,keep,Virginia,Charlottesville,100 BURNET,"100 BURNET, CHARLOTTESVILLE, VA"
1800,"JEFFERSON PARK AVE, 13",keep,Virginia,Charlottesville,1800 JEFFERSON PARK AVE,"1800 JEFFERSON PARK AVE, CHARLOTTESVILLE, VA"
200,ALDERMAN RD,keep,Virginia,Charlottesville,200 ALDERMAN RD,"200 ALDERMAN RD, CHARLOTTESVILLE, VA"
1200,"WERTLAND ST, C13",keep,Virginia,Charlottesville,1200 WERTLAND ST,"1200 WERTLAND ST, CHARLOTTESVILLE, VA"
2100,"MICHIE DR, 44",keep,Virginia,Charlottesville,2100 MICHIE DR,"2100 MICHIE DR, CHARLOTTESVILLE, VA"
1600,TRAILRIDGE RD,keep,Virginia,Charlottesville,1600 TRAILRIDGE RD,"1600 TRAILRIDGE RD, CHARLOTTESVILLE, VA"
1800,MEADOWBROOK HEIGHTS RD,keep,Virginia,Charlottesville,1800 MEADOWBROOK HEIGHTS RD,"1800 MEADOWBROOK HEIGHTS RD, CHARLOTTESVILLE, VA"
400,"CARL SMITH ST, 204",keep,Virginia,Charlottesville,400 CARL SMITH ST,"400 CARL SMITH ST, CHARLOTTESVILLE, VA"
1400,KENWOOD LN,keep,Virginia,Charlottesville,1400 KENWOOD LN,"1400 KENWOOD LN, CHARLOTTESVILLE, VA"
,MAYWOOD LN @ JEFFERSON PARK AVE,intersection,Virginia,Charlottesville,MAYWOOD LN @ JEFFERSON PARK AVE,"MAYWOOD LN @ JEFFERSON PARK AVE, CHARLOTTESVILLE, VA"
,MINOR RD / ALDERMAN RD,drop,Virginia,Charlottesville,MINOR RD / ALDERMAN RD,"MINOR RD / ALDERMAN RD, CHARLOTTESVILLE, VA"
1300,LESTER DR,keep,Virginia,Charlottesville,1300 LESTER DR,"1300 LESTER DR, CHARLOTTESVILLE, VA"
1700,"JEFFERSON PARK AVE, B",keep,Virginia,Charlottesville,1700 JEFFERSON PARK AVE,"1700 JEFFERSON PARK AVE, CHARLOTTESVILLE, VA"
1100,"MONTICELLO RD, 3",keep,Virginia,Charlottesville,1100 MONTICELLO RD,"1100 MONTICELLO RD, CHARLOTTESVILLE, VA"
700,"FRANKLIN ST, B3",keep,Virginia,Charlottesville,700 FRANKLIN ST,"700 FRANKLIN ST, CHARLOTTESVILLE, VA"
700,"6TH ST SE, C",keep,Virginia,Charlottesville,700 6TH ST SE,"700 6TH ST SE, CHARLOTTESVILLE, VA"
2200,"NORTH BERKSHIRE RD, 2",keep,Virginia,Charlottesville,2200 NORTH BERKSHIRE RD,"2200 NORTH BERKSHIRE RD, CHARLOTTESVILLE, VA"
1300,"CARLTON AVE, 204",keep,Virginia,Charlottesville,1300 CARLTON AVE,"1300 CARLTON AVE, CHARLOTTESVILLE, VA"
1900,STADIUM RD,keep,Virginia,Charlottesville,1900 STADIUM RD,"1900 STADIUM RD, CHARLOTTESVILLE, VA"
,BELMONT AVE,drop,Virginia,Charlottesville,BELMONT AVE,"BELMONT AVE, CHARLOTTESVILLE, VA"
2100,"MICHIE DR, 29",keep,Virginia,Charlottesville,2100 MICHIE DR,"2100 MICHIE DR, CHARLOTTESVILLE, VA"
1100,"EMMET ST N, F",keep,Virginia,Charlottesville,1100 EMMET ST N,"1100 EMMET ST N, CHARLOTTESVILLE, VA"
1000,1000 WEST MAIN,keep,Virginia,Charlottesville,1000 1000 WEST MAIN,"1000 1000 WEST MAIN, CHARLOTTESVILLE, VA"
100,"STRIBLING AVE, B",keep,Virginia,Charlottesville,100 STRIBLING AVE,"100 STRIBLING AVE, CHARLOTTESVILLE, VA"
200,"RIDGE MCINTIRE RD, 733",keep,Virginia,Charlottesville,200 RIDGE MCINTIRE RD,"200 RIDGE MCINTIRE RD, CHARLOTTESVILLE, VA"
,COLEMAN ST / RIVER VISTA AVE,drop,Virginia,Charlottesville,COLEMAN ST / RIVER VISTA AVE,"COLEMAN ST / RIVER VISTA AVE, CHARLOTTESVILLE, VA"
,W MAIN ST / 11TH ST SW,drop,Virginia,Charlottesville,W MAIN ST / 11TH ST SW,"W MAIN ST / 11TH ST SW, CHARLOTTESVILLE, VA"
500,"1ST ST S, 404",keep,Virginia,Charlottesville,500 1ST ST S,"500 1ST ST S, CHARLOTTESVILLE, VA"
,WERTLAND ST./13TH ST.,drop,Virginia,Charlottesville,WERTLAND ST./13TH ST.,"WERTLAND ST./13TH ST., CHARLOTTESVILLE, VA"
900,"RIVER RD, 414",keep,Virginia,Charlottesville,900 RIVER RD,"900 RIVER RD, CHARLOTTESVILLE, VA"
200,"15TH ST NW, 12",keep,Virginia,Charlottesville,200 15TH ST NW,"200 15TH ST NW, CHARLOTTESVILLE, VA"
200,"5TH ST SW, 1D",keep,Virginia,Charlottesville,200 5TH ST SW,"200 5TH ST SW, CHARLOTTESVILLE, VA"
800,MCINTIRE RD,keep,Virginia,Charlottesville,800 MCINTIRE RD,"800 MCINTIRE RD, CHARLOTTESVILLE, VA"
900,LOCUST AVE,keep,Virginia,Charlottesville,900 LOCUST AVE,"900 LOCUST AVE, CHARLOTTESVILLE, VA"
,LONG ST @ W HIGH ST,intersection,Virginia,Charlottesville,LONG ST @ W HIGH ST,"LONG ST @ W HIGH ST, CHARLOTTESVILLE, VA"
300,"15TH ST NW, 3C",keep,Virginia,Charlottesville,300 15TH ST NW,"300 15TH ST NW, CHARLOTTESVILLE, VA"
2300,JEFFERSON PARK AVE,keep,Virginia,Charlottesville,2300 JEFFERSON PARK AVE,"2300 JEFFERSON PARK AVE, CHARLOTTESVILLE, VA"
100,CAMERON LN,keep,Virginia,Charlottesville,100 CAMERON LN,"100 CAMERON LN, CHARLOTTESVILLE, VA"
200,"14TH ST NW, 101",keep,Virginia,Charlottesville,200 14TH ST NW,"200 14TH ST NW, CHARLOTTESVILLE, VA"
1700,"GALLOWAY DR, B",keep,Virginia,Charlottesville,1700 GALLOWAY DR,"1700 GALLOWAY DR, CHARLOTTESVILLE, VA"
,14TH ST NW / WERTLAND ST,drop,Virginia,Charlottesville,14TH ST NW / WERTLAND ST,"14TH ST NW / WERTLAND ST, CHARLOTTESVILLE, VA"
,WEST ST / ALBEMARLE ST,drop,Virginia,Charlottesville,WEST ST / ALBEMARLE ST,"WEST ST / ALBEMARLE ST, CHARLOTTESVILLE, VA"
200,"14TH ST NW, 307",keep,Virginia,Charlottesville,200 14TH ST NW,"200 14TH ST NW, CHARLOTTESVILLE, VA"
1900,"JEFFERSON PARK AVE, A",keep,Virginia,Charlottesville,1900 JEFFERSON PARK AVE,"1900 JEFFERSON PARK AVE, CHARLOTTESVILLE, VA"
400,MEADE AVE,keep,Virginia,Charlottesville,400 MEADE AVE,"400 MEADE AVE, CHARLOTTESVILLE, VA"
2100,"ARLINGTON BLVD, 349A",keep,Virginia,Charlottesville,2100 ARLINGTON BLVD,"2100 ARLINGTON BLVD, CHARLOTTESVILLE, VA"
200,RUGBY RD,keep,Virginia,Charlottesville,200 RUGBY RD,"200 RUGBY RD, CHARLOTTESVILLE, VA"
,CARLTON AVE / HOLLY ST,drop,Virginia,Charlottesville,CARLTON AVE / HOLLY ST,"CARLTON AVE / HOLLY ST, CHARLOTTESVILLE, VA"
600,AVON ST,keep,Virginia,Charlottesville,600 AVON ST,"600 AVON ST, CHARLOTTESVILLE, VA"
2200,"JEFFERSON PARK AVE, 3",keep,Virginia,Charlottesville,2200 JEFFERSON PARK AVE,"2200 JEFFERSON PARK AVE, CHARLOTTESVILLE, VA"
2100,"MICHIE DR, 30",keep,Virginia,Charlottesville,2100 MICHIE DR,"2100 MICHIE DR, CHARLOTTESVILLE, VA"
1600,"MERIDIAN ST, B3",keep,Virginia,Charlottesville,1600 MERIDIAN ST,"1600 MERIDIAN ST, CHARLOTTESVILLE, VA"
,HILLTOP RD / BARRACKS RD,drop,Virginia,Charlottesville,HILLTOP RD / BARRACKS RD,"HILLTOP RD / BARRACKS RD, CHARLOTTESVILLE, VA"
,ARBOR CIR / FAIRWAY AVE,drop,Virginia,Charlottesville,ARBOR CIR / FAIRWAY AVE,"ARBOR CIR / FAIRWAY AVE, CHARLOTTESVILLE, VA"
,E MARKET ST / 5TH ST NE,drop,Virginia,Charlottesville,E MARKET ST / 5TH ST NE,"E MARKET ST / 5TH ST NE, CHARLOTTESVILLE, VA"
1800,"EMMET ST N, 207",keep,Virginia,Charlottesville,1800 EMMET ST N,"1800 EMMET ST N, CHARLOTTESVILLE, VA"
,HARDY DR / 8TH ST NW,drop,Virginia,Charlottesville,HARDY DR / 8TH ST NW,"HARDY DR / 8TH ST NW, CHARLOTTESVILLE, VA"
,E JEFFERSON ST @ 9TH ST,intersection,Virginia,Charlottesville,E JEFFERSON ST @ 9TH ST,"E JEFFERSON ST @ 9TH ST, CHARLOTTESVILLE, VA"
200,BYPASS @ PARK ST,intersection,Virginia,Charlottesville,200 BYPASS @ PARK ST,"200 BYPASS @ PARK ST, CHARLOTTESVILLE, VA"
100,16 MONROE LANE,keep,Virginia,Charlottesville,100 16 MONROE LANE,"100 16 MONROE LANE, CHARLOTTESVILLE, VA"
400,PATON ST,keep,Virginia,Charlottesville,400 PATON ST,"400 PATON ST, CHARLOTTESVILLE, VA"
500,"RIDGE ST, 105",keep,Virginia,Charlottesville,500 RIDGE ST,"500 RIDGE ST, CHARLOTTESVILLE, VA"
1100,"WERTLAND ST, 103",keep,Virginia,Charlottesville,1100 WERTLAND ST,"1100 WERTLAND ST, CHARLOTTESVILLE, VA"
100,HILTON DR,keep,Virginia,Charlottesville,100 HILTON DR,"100 HILTON DR, CHARLOTTESVILLE, VA"
300,"CAROLINE AVE, A",keep,Virginia,Charlottesville,300 CAROLINE AVE,"300 CAROLINE AVE, CHARLOTTESVILLE, VA"
1200,"HOLMES AVE, B",keep,Virginia,Charlottesville,1200 HOLMES AVE,"1200 HOLMES AVE, CHARLOTTESVILLE, VA"
600,WINE CELLAR CIR,keep,Virginia,Charlottesville,600 WINE CELLAR CIR,"600 WINE CELLAR CIR, CHARLOTTESVILLE, VA"
,MOSELEY DR,drop,Virginia,Charlottesville,MOSELEY DR,"MOSELEY DR, CHARLOTTESVILLE, VA"
1700,"JEFFERSON PARK AVE, 201",keep,Virginia,Charlottesville,1700 JEFFERSON PARK AVE,"1700 JEFFERSON PARK AVE, CHARLOTTESVILLE, VA"
400,NICHOLSON ST,keep,Virginia,Charlottesville,400 NICHOLSON ST,"400 NICHOLSON ST, CHARLOTTESVILLE, VA"
400,HARRIS RD,keep,Virginia,Charlottesville,400 HARRIS RD,"400 HARRIS RD, CHARLOTTESVILLE, VA"
100,LODGE CREEK CIR,keep,Virginia,Charlottesville,100 LODGE CREEK CIR,"100 LODGE CREEK CIR, CHARLOTTESVILLE, VA"
500,MOSELEY DR,keep,Virginia,Charlottesville,500 MOSELEY DR,"500 MOSELEY DR, CHARLOTTESVILLE, VA"
600,MADISON AVE,keep,Virginia,Charlottesville,600 MADISON AVE,"600 MADISON AVE, CHARLOTTESVILLE, VA"
400,"MONROE LN, 308",keep,Virginia,Charlottesville,400 MONROE LN,"400 MONROE LN, CHARLOTTESVILLE, VA"
,W WATER ST / 1ST ST S,drop,Virginia,Charlottesville,W WATER ST / 1ST ST S,"W WATER ST / 1ST ST S, CHARLOTTESVILLE, VA"
400,"11TH ST NE, C21",keep,Virginia,Charlottesville,400 11TH ST NE,"400 11TH ST NE, CHARLOTTESVILLE, VA"
,GLENDALE RD / NORTH AVE,drop,Virginia,Charlottesville,GLENDALE RD / NORTH AVE,"GLENDALE RD / NORTH AVE, CHARLOTTESVILLE, VA"
500,COURT,keep,Virginia,Charlottesville,500 COURT,"500 COURT, CHARLOTTESVILLE, VA"
,MIDDLETON LN / OLD LYNCHBURG RD,drop,Virginia,Charlottesville,MIDDLETON LN / OLD LYNCHBURG RD,"MIDDLETON LN / OLD LYNCHBURG RD, CHARLOTTESVILLE, VA"
1000,"1ST ST S, 208",keep,Virginia,Charlottesville,1000 1ST ST S,"1000 1ST ST S, CHARLOTTESVILLE, VA"
1900,"EMMET ST N, 318",keep,Virginia,Charlottesville,1900 EMMET ST N,"1900 EMMET ST N, CHARLOTTESVILLE, VA"
,SUNSET RD / STRIBLING AVE,drop,Virginia,Charlottesville,SUNSET RD / STRIBLING AVE,"SUNSET RD / STRIBLING AVE, CHARLOTTESVILLE, VA"
300,"14TH ST NW, 2",keep,Virginia,Charlottesville,300 14TH ST NW,"300 14TH ST NW, CHARLOTTESVILLE, VA"
800,NALLE ST,keep,Virginia,Charlottesville,800 NALLE ST,"800 NALLE ST, CHARLOTTESVILLE, VA"
,E MAIN ST,drop,Virginia,Charlottesville,E MAIN ST,"E MAIN ST, CHARLOTTESVILLE, VA"
100,MINOR LN,keep,Virginia,Charlottesville,100 MINOR LN,"100 MINOR LN, CHARLOTTESVILLE, VA"
1300,"HAMPTON ST, B",keep,Virginia,Charlottesville,1300 HAMPTON ST,"1300 HAMPTON ST, CHARLOTTESVILLE, VA"
,QUARRY RD,drop,Virginia,Charlottesville,QUARRY RD,"QUARRY RD, CHARLOTTESVILLE, VA"
1200,"CEDARS CT, 113",keep,Virginia,Charlottesville,1200 CEDARS CT,"1200 CEDARS CT, CHARLOTTESVILLE, VA"
,E SOUTH ST / 2ND ST SE,drop,Virginia,Charlottesville,E SOUTH ST / 2ND ST SE,"E SOUTH ST / 2ND ST SE, CHARLOTTESVILLE, VA"
,TODD AVE / HILL ST,drop,Virginia,Charlottesville,TODD AVE / HILL ST,"TODD AVE / HILL ST, CHARLOTTESVILLE, VA"
,MCINTIRE RD / HARRIS ST,drop,Virginia,Charlottesville,MCINTIRE RD / HARRIS ST,"MCINTIRE RD / HARRIS ST, CHARLOTTESVILLE, VA"
700,"BOLLING AVE, A",keep,Virginia,Charlottesville,700 BOLLING AVE,"700 BOLLING AVE, CHARLOTTESVILLE, VA"
4000,"CITY WALK WAY, Apt 33",keep,Virginia,Charlottesville,4000 CITY WALK WAY,"4000 CITY WALK WAY, CHARLOTTESVILLE, VA"
1000,"1ST ST S, 304",keep,Virginia,Charlottesville,1000 1ST ST S,"1000 1ST ST S, CHARLOTTESVILLE, VA"
100,MADISON,keep,Virginia,Charlottesville,100 MADISON,"100 MADISON, CHARLOTTESVILLE, VA"
1000,"WERTLAND ST, 5",keep,Virginia,Charlottesville,1000 WERTLAND ST,"1000 WERTLAND ST, CHARLOTTESVILLE, VA"
900,"PAGE ST, A",keep,Virginia,Charlottesville,900 PAGE ST,"900 PAGE ST, CHARLOTTESVILLE, VA"
400,CLEVELAND AVE,keep,Virginia,Charlottesville,400 CLEVELAND AVE,"400 CLEVELAND AVE, CHARLOTTESVILLE, VA"
1100,"JOHN ST, F",keep,Virginia,Charlottesville,1100 JOHN ST,"1100 JOHN ST, CHARLOTTESVILLE, VA"
3800,-78.49533145,keep,Virginia,Charlottesville,3800 -78.4953314470000000,"3800 -78.4953314470000000, CHARLOTTESVILLE, VA"
600,"RUGBY RD, G07",keep,Virginia,Charlottesville,600 RUGBY RD,"600 RUGBY RD, CHARLOTTESVILLE, VA"
1000,STONEHENGE AVE,keep,Virginia,Charlottesville,1000 STONEHENGE AVE,"1000 STONEHENGE AVE, CHARLOTTESVILLE, VA"
,10TH ST NE @ E JEFFERSON ST,intersection,Virginia,Charlottesville,10TH ST NE @ E JEFFERSON ST,"10TH ST NE @ E JEFFERSON ST, CHARLOTTESVILLE, VA"
200,"15TH ST NW, 6",keep,Virginia,Charlottesville,200 15TH ST NW,"200 15TH ST NW, CHARLOTTESVILLE, VA"
,GLEASON ST / GARRETT ST,drop,Virginia,Charlottesville,GLEASON ST / GARRETT ST,"GLEASON ST / GARRETT ST, CHARLOTTESVILLE, VA"
800,ELLIOTT AVE,keep,Virginia,Charlottesville,800 ELLIOTT AVE,"800 ELLIOTT AVE, CHARLOTTESVILLE, VA"
,PRESTON AVE @ HARRIS ST,intersection,Virginia,Charlottesville,PRESTON AVE @ HARRIS ST,"PRESTON AVE @ HARRIS ST, CHARLOTTESVILLE, VA"
2000,"HOLIDAY DR, 119",keep,Virginia,Charlottesville,2000 HOLIDAY DR,"2000 HOLIDAY DR, CHARLOTTESVILLE, VA"
1200,"W MAIN ST, 6",keep,Virginia,Charlottesville,1200 W MAIN ST,"1200 W MAIN ST, CHARLOTTESVILLE, VA"
100,PIEDMONT AVE N,keep,Virginia,Charlottesville,100 PIEDMONT AVE N,"100 PIEDMONT AVE N, CHARLOTTESVILLE, VA"
1000,MONTICELLO AVE,keep,Virginia,Charlottesville,1000 MONTICELLO AVE,"1000 MONTICELLO AVE, CHARLOTTESVILLE, VA"
200,"RAYMOND AVE, A",keep,Virginia,Charlottesville,200 RAYMOND AVE,"200 RAYMOND AVE, CHARLOTTESVILLE, VA"
100,MCCORMICK,keep,Virginia,Charlottesville,100 MCCORMICK,"100 MCCORMICK, CHARLOTTESVILLE, VA"
700,"MCINTIRE RD, B",keep,Virginia,Charlottesville,700 MCINTIRE RD,"700 MCINTIRE RD, CHARLOTTESVILLE, VA"
1100,"PRESTON AVE, Unit B",keep,Virginia,Charlottesville,1100 PRESTON AVE,"1100 PRESTON AVE, CHARLOTTESVILLE, VA"
600,KELLY AVE,keep,Virginia,Charlottesville,600 KELLY AVE,"600 KELLY AVE, CHARLOTTESVILLE, VA"
1200,"WERTLAND ST, 5",keep,Virginia,Charlottesville,1200 WERTLAND ST,"1200 WERTLAND ST, CHARLOTTESVILLE, VA"
300,"15TH ST NW, 4009",keep,Virginia,Charlottesville,300 15TH ST NW,"300 15TH ST NW, CHARLOTTESVILLE, VA"
,STADIUM RD / EMMET ST S,drop,Virginia,Charlottesville,STADIUM RD / EMMET ST S,"STADIUM RD / EMMET ST S, CHARLOTTESVILLE, VA"
100,NORTHWOOD CIR,keep,Virginia,Charlottesville,100 NORTHWOOD CIR,"100 NORTHWOOD CIR, CHARLOTTESVILLE, VA"
2100,"IVY RD, C",keep,Virginia,Charlottesville,2100 IVY RD,"2100 IVY RD, CHARLOTTESVILLE, VA"
1100,MYRTLE ST,keep,Virginia,Charlottesville,1100 MYRTLE ST,"1100 MYRTLE ST, CHARLOTTESVILLE, VA"
,RUGBY RD / RUGBY AVE,drop,Virginia,Charlottesville,RUGBY RD / RUGBY AVE,"RUGBY RD / RUGBY AVE, CHARLOTTESVILLE, VA"
1500,MADISON AVE,keep,Virginia,Charlottesville,1500 MADISON AVE,"1500 MADISON AVE, CHARLOTTESVILLE, VA"
500,"HARRIS RD, 128",keep,Virginia,Charlottesville,500 HARRIS RD,"500 HARRIS RD, CHARLOTTESVILLE, VA"
,SECOND ST SW,drop,Virginia,Charlottesville,SECOND ST SW,"SECOND ST SW, CHARLOTTESVILLE, VA"
2400,"ARLINGTON BLVD, 66",keep,Virginia,Charlottesville,2400 ARLINGTON BLVD,"2400 ARLINGTON BLVD, CHARLOTTESVILLE, VA"
800,ROCKLAND AVE,keep,Virginia,Charlottesville,800 ROCKLAND AVE,"800 ROCKLAND AVE, CHARLOTTESVILLE, VA"
600,HENRY AVE,keep,Virginia,Charlottesville,600 HENRY AVE,"600 HENRY AVE, CHARLOTTESVILLE, VA"
400,8TH ST NE,keep,Virginia,Charlottesville,400 8TH ST NE,"400 8TH ST NE, CHARLOTTESVILLE, VA"
800,"HARRIS ST, A",keep,Virginia,Charlottesville,800 HARRIS ST,"800 HARRIS ST, CHARLOTTESVILLE, VA"
1000,"WERTLAND ST, 4A",keep,Virginia,Charlottesville,1000 WERTLAND ST,"1000 WERTLAND ST, CHARLOTTESVILLE, VA"
,CHERRY AVE / HANOVER ST,drop,Virginia,Charlottesville,CHERRY AVE / HANOVER ST,"CHERRY AVE / HANOVER ST, CHARLOTTESVILLE, VA"
,MONTICELLO AVE / MONTROSE AVE,drop,Virginia,Charlottesville,MONTICELLO AVE / MONTROSE AVE,"MONTICELLO AVE / MONTROSE AVE, CHARLOTTESVILLE, VA"
3000,CITY WALK WAY,keep,Virginia,Charlottesville,3000 CITY WALK WAY,"3000 CITY WALK WAY, CHARLOTTESVILLE, VA"
600,ALBEMARLE ST,keep,Virginia,Charlottesville,600 ALBEMARLE ST,"600 ALBEMARLE ST, CHARLOTTESVILLE, VA"
1400,"GRADY AVE, C",keep,Virginia,Charlottesville,1400 GRADY AVE,"1400 GRADY AVE, CHARLOTTESVILLE, VA"
400,SW 7 1/3 ST SW,keep,Virginia,Charlottesville,400 SW 7 1/3 ST SW,"400 SW 7 1/3 ST SW, CHARLOTTESVILLE, VA"
100,LEIGH PL,keep,Virginia,Charlottesville,100 LEIGH PL,"100 LEIGH PL, CHARLOTTESVILLE, VA"
400,"CHERRY AVE, 219",keep,Virginia,Charlottesville,400 CHERRY AVE,"400 CHERRY AVE, CHARLOTTESVILLE, VA"
,ARLINGTON BLVD / MILLMONT ST,drop,Virginia,Charlottesville,ARLINGTON BLVD / MILLMONT ST,"ARLINGTON BLVD / MILLMONT ST, CHARLOTTESVILLE, VA"
,LEE ST / JEFFERSON PARK AVE,drop,Virginia,Charlottesville,LEE ST / JEFFERSON PARK AVE,"LEE ST / JEFFERSON PARK AVE, CHARLOTTESVILLE, VA"
1500,6TH ST SE,keep,Virginia,Charlottesville,1500 6TH ST SE,"1500 6TH ST SE, CHARLOTTESVILLE, VA"
600,"6TH ST SE, 141",keep,Virginia,Charlottesville,600 6TH ST SE,"600 6TH ST SE, CHARLOTTESVILLE, VA"
800,"E HIGH ST, B",keep,Virginia,Charlottesville,800 E HIGH ST,"800 E HIGH ST, CHARLOTTESVILLE, VA"
2100,"MICHIE DR, 93",keep,Virginia,Charlottesville,2100 MICHIE DR,"2100 MICHIE DR, CHARLOTTESVILLE, VA"
500,"14TH ST NW, C",keep,Virginia,Charlottesville,500 14TH ST NW,"500 14TH ST NW, CHARLOTTESVILLE, VA"
1800,"JEFFERSON PARK AVE, 26",keep,Virginia,Charlottesville,1800 JEFFERSON PARK AVE,"1800 JEFFERSON PARK AVE, CHARLOTTESVILLE, VA"
1200,"EMMET ST N, 106",keep,Virginia,Charlottesville,1200 EMMET ST N,"1200 EMMET ST N, CHARLOTTESVILLE, VA"
,10TH ST NW / PAGE ST,drop,Virginia,Charlottesville,10TH ST NW / PAGE ST,"10TH ST NW / PAGE ST, CHARLOTTESVILLE, VA"
400,"11TH ST NE, B3",keep,Virginia,Charlottesville,400 11TH ST NE,"400 11TH ST NE, CHARLOTTESVILLE, VA"
1200,"SMITH ST, K",keep,Virginia,Charlottesville,1200 SMITH ST,"1200 SMITH ST, CHARLOTTESVILLE, VA"
1500,JAMESTOWN DR,keep,Virginia,Charlottesville,1500 JAMESTOWN DR,"1500 JAMESTOWN DR, CHARLOTTESVILLE, VA"
1300,WILLOW DR,keep,Virginia,Charlottesville,1300 WILLOW DR,"1300 WILLOW DR, CHARLOTTESVILLE, VA"
600,"PRESTON PL, 301",keep,Virginia,Charlottesville,600 PRESTON PL,"600 PRESTON PL, CHARLOTTESVILLE, VA"
600,"MONTROSE AVE, 1/2",keep,Virginia,Charlottesville,600 MONTROSE AVE,"600 MONTROSE AVE, CHARLOTTESVILLE, VA"
700,ELSOM ST,keep,Virginia,Charlottesville,700 ELSOM ST,"700 ELSOM ST, CHARLOTTESVILLE, VA"
600,"ST CHARLES AVE, B",keep,Virginia,Charlottesville,600 ST CHARLES AVE,"600 ST CHARLES AVE, CHARLOTTESVILLE, VA"
1000,WERTLAND DR,keep,Virginia,Charlottesville,1000 WERTLAND DR,"1000 WERTLAND DR, CHARLOTTESVILLE, VA"
